gene_id,D1_dNA,D2_dNA,D3_dNA,E1_dNA,E1_dPA,E2_dNA,E2_dPA,E3_dNA,E3_dPA,P1_dNA,P1_dP,P2_dNA,P2_dP,P3_dNA,P3_dP,T1_CD71A,T2_CD71A,T3_CD71A
MSTRG.13563|Rtf1,3176,2926,2604,4658,4114,4883,3811,4700,4002,3512,2913,3585,1519,3230,3464,3116,3166,3202
MSTRG.13566|Tyro3,91,88,119,91,181,111,134,122,157,81,128,91,79,61,167,115,118,84
MSTRG.13565,85,89,85,127,106,96,91,104,105,98,146,117,80,102,117,80,103,86
MSTRG.13564|Rpap1,980,936,914,3009,3259,3365,3468,3107,3257,2074,1363,1804,692,1461,1592,1572,1471,1137
MSTRG.13567|Mga,1535,1428,1368,3303,3803,3289,3275,3267,3842,2114,2064,2135,1097,1941,2108,1711,1703,1601
MSTRG.13568|Gm13998,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
MSTRG.13569|Mapkbp1,826,858,867,877,1043,958,972,1015,997,792,1364,931,782,764,1321,879,971,894
MSTRG.13569|Mir7665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13571|Gm28042,82,50,148,173,92,126,57,229,69,89,88,41,84,115,122,105,86,55
MSTRG.13571|Jmjd7,99,112,75,264,165,201,174,156,141,141,44,157,2,76,118,103,52,82
MSTRG.13571|Pla2g4b,127,111,114,108,51,177,80,30,97,129,77,183,46,17,63,56,105,75
MSTRG.13570|Gm13999,5,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0
MSTRG.13572|Sptbn5,13,32,0,12,16,33,0,17,0,13,20,0,0,0,37,27,37,17
MSTRG.13576|Pla2g4f,8,0,0,0,8,0,10,11,0,18,11,21,9,39,27,0,6,6
MSTRG.13573|Ehd4,1191,1026,954,3298,4769,3630,4382,3876,4612,1350,1665,1342,1077,1237,1861,2105,1758,1149
MSTRG.13577|Vps39,2275,2125,2141,3609,3865,3859,3632,3801,3817,2744,3484,2313,1934,2603,3550,2751,2508,2504
MSTRG.13578|Tmem87a,1221,1326,1211,2077,2133,1818,1997,1764,2322,1353,1159,1212,760,1304,1295,1662,1254,1236
MSTRG.13579|AL935121.1,510,0,456,6,368,2,0,7,0,0,0,0,0,581,284,8,872,664
MSTRG.13579|Ganc,754,1209,765,1576,496,1585,923,1293,720,1193,974,1020,641,544,795,1659,591,616
MSTRG.13579|Capn3,20,25,26,25,17,35,16,22,6,20,36,38,35,10,60,39,15,39
MSTRG.13580|Zfp106,8181,8539,8226,11993,18525,12936,17016,13642,18991,12268,9051,12036,5764,10071,10001,7175,6918,7535
MSTRG.13581|Snap23,3343,3437,3309,4948,2909,4573,2730,3683,2715,5310,4558,5200,2481,4118,4398,2888,2720,2814
MSTRG.13582,30,21,27,16,46,24,66,37,50,12,9,8,0,3,8,31,45,42
MSTRG.13583|Lrrc57,564,653,532,583,587,669,641,667,632,554,751,486,460,654,746,711,680,728
MSTRG.13584|Haus2,627,709,711,1056,1428,976,1307,1183,1529,826,655,699,462,715,730,894,779,860
MSTRG.13585|Stard9,162,153,166,146,279,163,255,214,270,363,1914,321,1216,524,1935,265,313,418
MSTRG.13586|n-R5s205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13587|Cdan1,1779,1907,2149,2391,1707,2338,1767,2332,1787,2168,1188,2008,667,1854,1425,2163,2048,2420
MSTRG.13587|Ttbk2,971,953,1038,873,713,828,709,728,739,551,464,399,282,555,537,939,932,1268
MSTRG.13591|Gm44325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13590|Tmem62,319,296,285,329,382,491,330,343,376,452,505,326,362,460,494,313,263,314
MSTRG.13592|Tmem62,3,3,8,7,3,3,4,9,4,8,10,36,0,6,9,2,7,2
MSTRG.13593|Gm22865,2,5,6,2,1,0,3,0,3,2,4,6,1,1,0,0,1,3
MSTRG.13588|AV039307,1,9,4,5,8,9,14,10,3,5,1,4,3,3,4,0,8,7
MSTRG.13589|Ubr1,1152,1162,1036,2420,2144,2143,2001,2151,2024,1763,1248,1609,692,1499,1231,1210,1138,1364
MSTRG.13595|Epb42,16,17,10,219,3,240,0,118,0,430,79,266,41,184,38,16,16,7
ENSMUSG00000053675|Tgm5,0,0,0,0,0,3,0,0,3,9,13,26,13,15,26,0,0,0
ENSMUSG00000081313|Gm14213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13594|Ccndbp1,2037,2261,2165,1588,1162,1660,1021,1415,1066,1710,1945,1492,1194,1900,1888,1814,1639,1688
MSTRG.13596|Lcmt2,259,347,321,598,667,640,586,584,615,493,455,560,202,454,323,458,407,327
MSTRG.13597|Gm23858,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MSTRG.13598|Adal,168,247,129,471,501,463,497,457,477,358,244,316,168,356,296,348,286,287
ENSMUSG00000000308|Ckmt1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033498|Strc,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
MSTRG.13599|Zscan29,3426,3261,3274,1127,1184,1252,1113,1292,1097,2303,1224,1918,734,2320,1340,2674,2898,3521
MSTRG.13600|Tubgcp4,2021,1993,1883,2746,2283,2732,2180,2529,2376,2085,1848,2141,975,2228,1764,1658,1786,1858
MSTRG.13601|Trp53bp1,2394,2511,2380,3320,3863,3636,3652,3668,3974,2306,1975,2378,1171,2056,2222,2338,2110,2332
MSTRG.13602|Trp53bp1,16,11,19,38,20,41,27,29,26,21,23,20,14,20,23,12,27,41
MSTRG.13603|Trp53bp1,8,5,2,3,0,16,4,0,3,1,0,22,0,2,0,3,3,0
MSTRG.13604|Map1a,8,11,0,19,5,20,6,17,0,12,0,21,4,17,7,0,10,14
MSTRG.13605|Gm14978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13606|Ppip5k1,1411,1272,1297,1096,831,1193,885,1116,831,1175,784,1097,501,1118,845,1262,1407,1426
MSTRG.13608|Gm14001,0,0,0,3,3,1,0,3,0,0,0,0,0,3,0,0,3,2
MSTRG.13610|Gm14000,0,0,2,0,2,0,2,4,0,0,2,0,0,0,0,0,0,0
MSTRG.13607|Catsper2,32,63,29,74,76,57,44,82,59,73,57,71,50,49,74,41,62,44
MSTRG.13611|Pdia3,10445,10353,9536,23704,40380,25800,34629,30595,35597,14140,18034,13956,11480,13931,21754,17473,15939,13001
MSTRG.13613|Ell3,0,0,2,9,0,16,4,11,9,4,1,1,4,17,15,13,1,5
MSTRG.13614|Serf2,8795,9197,9276,7493,7731,7775,7933,8187,7059,7860,11144,6968,6614,8048,11792,9091,8237,8250
MSTRG.13613|Serinc4,11,6,21,3,16,1,8,3,4,4,10,3,2,2,3,3,11,9
MSTRG.13614|Hypk,48,64,46,140,341,80,112,88,85,52,83,40,55,89,83,72,68,69
MSTRG.13609|Catsper2,2,0,0,1,0,0,4,0,0,3,2,16,0,0,2,0,0,0
MSTRG.13615|Gm22953,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
MSTRG.13619|Casc4,146,125,71,839,405,679,303,544,453,557,165,559,96,358,262,85,35,23
MSTRG.13620|Gm23983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13621|Casc4,0,0,0,0,0,0,1,0,2,0,0,22,3,0,0,0,0,0
MSTRG.13622|Casc4,0,0,0,0,0,0,2,2,1,0,0,28,0,0,0,0,0,0
ENSMUSG00000027238|Frmd5,8,0,0,7,3,6,3,0,8,31,10,7,4,0,10,5,4,0
ENSMUSG00000081264|Gm14021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084244|Gm14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13616|Gm14018,172,163,144,188,105,157,132,132,137,132,118,122,35,124,108,160,125,130
MSTRG.13618|Wdr76,2312,2200,2135,2964,2209,3070,2238,2840,2408,2023,644,1997,387,1784,813,2068,2336,2434
MSTRG.13612|Mfap1b,1810,1846,1696,1924,1941,2002,1773,1957,1719,1902,1252,1825,785,1831,1349,1705,1695,1701
ENSMUSG00000081967|Gm14017,4,10,5,15,10,12,17,11,13,5,4,6,1,6,5,14,11,7
MSTRG.13617|Mfap1a,2523,2374,2355,2441,2425,2436,2151,2457,2227,2496,1703,2264,918,2419,1740,2294,2207,2458
MSTRG.13624|Ctdspl2,2455,2655,2735,2010,2361,1856,2149,1983,2404,1783,1052,1551,666,1722,1039,2420,1980,2668
MSTRG.13623|Mageb3,3,1,0,1,3,0,3,6,0,0,0,1,3,0,0,0,3,3
MSTRG.13626|Spg11,2491,2586,2563,2399,2440,2574,2421,2377,2420,2151,2126,2100,1387,2376,2302,2056,2150,2431
MSTRG.13625|Eif3j1,1199,1120,1018,3147,4499,3094,4058,3412,4782,2539,1544,2293,914,1908,1645,1549,1321,1441
MSTRG.13625|Gm47314,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
ENSMUSG00000070692|Rps12-ps10,4,8,6,12,15,18,19,14,15,6,5,10,5,13,6,20,9,6
MSTRG.13631|Sord,2188,2093,2020,5736,3922,5752,3952,4915,3770,3872,2063,3636,1427,2637,3221,2264,2042,1632
ENSMUSG00000033268|Duox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
MSTRG.13632|Shf,179,158,166,377,94,363,119,321,113,323,84,338,56,177,110,198,177,144
MSTRG.13627|Patl2,0,0,0,194,29,170,15,90,10,13,42,25,17,12,15,0,6,0
MSTRG.13630|Trim69,11,6,16,15,3,15,5,18,6,9,5,21,3,12,8,14,5,8
MSTRG.13628|B2m,79531,76527,64661,113361,58992,129211,58846,100266,50089,78843,110638,93551,66149,79427,120146,80626,91273,77195
MSTRG.13629|Patl2,9,5,13,35,16,12,20,13,14,34,31,23,19,15,28,19,12,16
MSTRG.13633|Bambi-ps1,147,156,142,74,167,105,174,142,151,27,35,55,26,54,29,264,294,184
MSTRG.13634,2,8,3,0,0,0,3,0,0,0,0,20,0,3,0,0,3,3
MSTRG.13635|Slc28a2b,362,332,287,180,395,271,410,314,389,133,91,139,64,169,113,627,566,363
MSTRG.13636,66,62,46,34,70,47,58,90,50,40,25,53,9,59,18,43,63,50
MSTRG.13637|Gm14086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.13637|Slc28a2,2987,2706,2780,1643,3333,2047,3538,2662,3263,901,642,805,513,1486,862,5080,4354,3447
MSTRG.13640,6,2,2,11,15,18,17,22,16,2,1,8,1,3,3,8,4,4
MSTRG.13639|Spata5l1,344,352,455,514,786,646,871,555,778,423,271,285,165,294,249,386,403,298
MSTRG.13638|Gatm,5873,6672,6084,4860,7169,5821,7518,6368,7028,2470,558,2168,351,2684,699,12412,10557,8453
MSTRG.13641|AA467197,2833,3268,2985,85,85,104,183,96,88,1207,842,1136,587,1701,939,1215,1193,2097
MSTRG.13641|Mir147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.13642|Slc30a4,109,115,81,172,474,134,487,268,599,169,133,155,134,222,203,57,33,70
MSTRG.13643|4930417H01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13645|Bloc1s6,1365,1534,1652,1457,1596,1388,1498,1396,1520,1368,1370,1254,865,1465,1442,1565,1264,1607
MSTRG.13644|Bloc1s6os,5,8,0,0,0,5,5,8,0,0,0,2,5,0,3,0,0,9
ENSMUSG00000084372|Gm13988,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
MSTRG.13646|Sqor,5681,6232,6434,546,1066,746,1147,881,1091,3054,2834,2863,1640,3959,2482,3941,3740,4899
MSTRG.13649|Sema6d,669,569,381,636,47,550,67,712,50,847,397,765,426,716,681,183,244,253
MSTRG.13650|4930517E11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13651|4930583P06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13647|Gm13994,138,113,43,34,23,40,0,63,26,349,215,327,130,354,273,23,37,65
MSTRG.13648|Gm13994,32,35,15,8,0,18,7,10,4,72,50,51,22,63,50,9,0,19
ENSMUSG00000027202|Slc12a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086416|Gm14002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13653|Slc24a5,467,278,275,641,324,590,208,574,401,677,281,446,182,362,461,281,250,456
MSTRG.13654|Myef2,1045,1142,1222,1923,2047,1667,2156,1515,2028,1232,583,1167,356,1133,746,844,818,1007
MSTRG.13655|Gm22352,2,2,0,0,2,2,0,0,3,1,0,0,0,1,0,0,1,0
MSTRG.13652|Dut,1883,1662,1971,4837,5693,4571,5727,4336,5929,2618,1088,2668,634,2205,1523,3396,2637,2350
MSTRG.13658|Cep152,1879,1807,1980,1670,1649,1732,1689,1626,1920,1223,573,1225,292,1413,674,2028,1980,2179
MSTRG.13656|Shc4,7,10,7,18,31,18,17,0,24,32,22,34,15,27,23,10,5,0
MSTRG.13657|Eid1,2218,2499,2578,1318,1652,1346,1633,1485,1734,1939,2838,1826,1562,1801,2623,2268,2074,2336
MSTRG.13659|Secisbp2l,2346,2072,2006,1595,1711,1792,1638,1771,1786,2231,3428,2044,2054,2526,3558,1737,2030,2367
MSTRG.13660|Dtwd1,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0
MSTRG.13661,1,0,0,0,2,0,0,0,2,0,2,17,0,2,1,1,4,0
MSTRG.13663|Galk2,393,355,348,1128,1489,1037,1345,1092,1365,578,1211,667,776,665,1273,589,437,539
MSTRG.13664|Fam227b,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MSTRG.13665|Fgf7,0,0,0,4,0,14,0,0,0,13,5,0,4,0,5,3,0,0
MSTRG.13667|Dtwd1,174,160,97,626,533,516,512,552,562,380,305,341,204,269,339,258,250,195
MSTRG.13662|Cops2,2658,3028,2929,4418,5179,4146,4510,4076,5329,3195,2435,3378,1502,2814,2653,2619,2406,2782
MSTRG.13666|Gm26496,2,2,1,1,2,4,1,1,2,2,1,2,0,1,1,1,1,1
ENSMUSG00000027359|Slc27a2,7,9,10,0,6,0,5,10,10,0,0,15,0,0,0,6,0,5
MSTRG.13668|Atp8b4,10974,12075,11638,10923,29317,12882,27528,18635,28447,6875,10030,6769,5690,9471,10440,16841,14304,12815
MSTRG.13669|Atp8b4,14,19,19,16,60,44,64,60,76,15,26,8,5,20,26,46,47,23
MSTRG.13670|Hdc,7340,8428,6657,1458,8962,1904,9062,1588,7615,2502,7176,1888,3907,3062,9363,4528,4729,5588
MSTRG.13672|Gm23753,0,2,3,5,3,2,6,0,0,0,0,0,0,1,2,3,4,6
MSTRG.13671|Gabpb1,1863,1773,1864,2123,2566,2311,2478,2244,2820,1891,1229,1783,701,1887,1429,2054,1709,1873
MSTRG.13673|Gm27003,44,18,60,21,22,25,16,35,23,30,34,41,13,25,21,45,57,22
MSTRG.13674|Usp8,3656,3982,3713,4621,5233,5046,4808,4782,5059,3977,4531,3801,2853,3841,4788,3903,3877,4196
MSTRG.13675|Usp50,22,5,27,1,181,191,230,180,154,4,1,3,2,106,8,59,1,53
MSTRG.13675|Gm10774,5,14,7,84,78,80,97,87,70,70,40,58,21,43,37,22,20,13
MSTRG.13676|Trpm7,3537,3559,3956,4378,4521,4065,4248,4184,4629,3567,2616,3355,1506,3508,2784,3693,3560,4559
MSTRG.13677|Gm14212,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
MSTRG.13678|Sppl2a,2586,2648,2255,4570,3446,3783,3245,3590,3557,3891,7137,3775,4650,4187,7214,2527,2309,3123
MSTRG.13679|Mir3473g,4,4,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1
MSTRG.13682|Blvra,423,374,423,1117,968,1009,944,1033,906,742,947,856,651,812,1062,529,453,529
MSTRG.13680|Ap4e1,1203,1225,1384,1577,1554,1464,1377,1203,1465,1224,945,1213,627,1188,1010,1247,1221,1343
MSTRG.13681|Gm24081,3,2,0,2,1,1,0,2,1,0,2,0,1,2,0,0,1,2
MSTRG.13684|Itpripl1,332,334,270,767,623,663,597,540,586,631,678,445,381,644,703,308,225,323
MSTRG.13683|Ncaph,6603,6916,7287,4122,3788,4122,3688,3986,3959,4353,1177,3748,605,4554,1333,6332,6085,7544
MSTRG.13691,0,20,6,0,0,0,0,0,0,4,6,0,0,2,7,9,3,0
MSTRG.13695|Astl,0,3,0,0,5,11,5,0,6,6,0,0,0,0,0,0,8,0
MSTRG.13694|Dusp2,497,493,639,1139,1916,1388,2570,1527,2118,552,654,523,434,506,690,1619,1110,717
MSTRG.13696|Gpat2,0,0,4,0,7,0,0,12,0,0,0,0,0,7,0,0,0,0
MSTRG.13697|Fahd2a,193,154,196,307,212,279,229,231,197,192,206,196,111,145,190,388,317,268
ENSMUSG00000027376|Prom2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5
MSTRG.13698|Kcnip3,139,130,84,56,57,67,90,68,72,43,8,47,2,51,8,317,308,174
MSTRG.13699|Gm22613,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
MSTRG.13700|AL731831.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13701|Zfp661,77,70,76,297,309,251,274,287,261,146,155,170,96,169,178,133,102,111
MSTRG.13702|Mrps5,674,656,659,2499,3787,2994,3538,2940,3789,1618,972,1634,538,1134,1150,1450,1312,1054
MSTRG.13704|Nphp1,145,231,117,518,468,602,471,447,438,334,212,273,132,269,214,331,308,293
MSTRG.13705|Nphp1,7,2,1,3,4,4,3,4,3,5,0,23,7,3,1,5,5,4
MSTRG.13706|Nphp1,3,0,2,3,11,8,8,4,4,7,4,23,2,0,0,0,5,3
MSTRG.13703|Mtln,186,191,233,453,568,486,503,432,403,286,330,210,250,245,392,312,243,201
MSTRG.13685|1810024B03Rik,31,50,20,89,77,128,94,105,77,45,120,65,56,46,96,41,41,54
MSTRG.13688|Ciao1,769,722,673,1750,1745,1738,1566,1531,1698,1212,1066,1202,707,1076,1106,1062,777,977
MSTRG.13689|Tmem127,4375,4690,4305,3000,2438,3242,2381,2992,2138,4120,4212,4049,2381,4321,4218,3544,3678,4204
MSTRG.13693|Stard7,3245,3427,3778,5241,5262,4602,5496,4572,5661,3893,2697,3245,1652,3533,2729,3840,3027,3630
MSTRG.13686|1810024B03Rik,45,24,18,16,24,19,15,30,19,6,0,14,0,9,0,11,10,8
MSTRG.13687|Snrnp200,8486,8089,8774,13860,15183,13675,14022,13726,14954,10978,7318,10163,4366,9187,8350,8657,8272,9494
MSTRG.13692|Gm10766,10,5,0,6,7,4,2,5,0,11,0,13,0,0,5,3,10,4
MSTRG.13690|Stard7,3,9,3,3,7,1,2,8,3,3,3,15,0,0,10,4,2,2
ENSMUSG00000027380|Acoxl,11,28,28,11,35,17,19,14,17,18,34,9,31,13,53,15,15,8
ENSMUSG00000093203|Gm22411,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000088175|Gm23101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13707|Bub1,5343,5500,6179,3276,4648,3067,4430,3265,4713,4015,973,3766,487,3984,1433,4952,5149,6054
MSTRG.13708|Bcl2l11,3298,3527,3515,1047,1000,1075,1211,1171,1156,1929,3894,1890,2479,2274,4021,1866,2007,2346
ENSMUSG00000082350|Gm14008,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2
MSTRG.13709|Morrbid,863,953,860,365,622,362,679,440,663,651,478,587,299,947,505,750,731,974
MSTRG.13710|Gm14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13712|Morrbid,0,0,0,0,4,0,0,0,4,2,0,14,0,2,1,0,0,0
MSTRG.13711|Morrbid,1,4,8,2,2,3,4,0,3,5,0,25,2,10,0,6,6,11
MSTRG.13713|Morrbid,4,0,2,0,2,0,5,0,2,0,0,18,1,1,2,0,2,2
MSTRG.13714|Gm14010,9,11,6,1,9,4,2,2,1,2,5,2,10,1,5,5,5,11
MSTRG.13709|Gm29010,35,48,62,8,4,0,2,10,6,11,8,8,16,24,11,8,32,78
MSTRG.13715|Gm29010,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
MSTRG.13718|Gm14011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13717|Mertk,4,8,8,0,7,3,10,0,5,18,160,2,101,28,170,19,35,40
MSTRG.13719|Gm23172,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MSTRG.13720|Zc3h8,55,30,56,141,206,162,199,123,222,149,111,155,83,106,119,77,72,80
MSTRG.13721|Tmem87b,1299,1487,1778,1043,1443,1011,1522,1193,1346,968,2295,968,1324,1315,2101,1652,1423,1771
MSTRG.13716|Anapc1,6718,6371,6648,11870,14418,11448,13644,12116,15488,8059,4179,7259,2607,7012,4923,8136,7495,7507
MSTRG.13724|Zc3h6,855,997,934,516,219,527,285,488,278,328,385,343,210,276,361,678,675,679
MSTRG.13724|Gm14027,0,0,37,0,0,0,0,3,0,0,0,0,0,0,0,37,0,0
MSTRG.13723|Gm10762,17,30,40,97,99,85,92,96,101,82,60,89,54,46,71,34,17,35
MSTRG.13725|Ttl,171,107,123,319,314,341,344,297,330,202,199,216,114,226,243,216,192,202
MSTRG.13726|Ttl,0,0,1,3,0,3,2,3,0,2,4,0,0,1,1,2,2,1
MSTRG.13727|Polr1b,231,185,108,3186,4010,2879,3909,2665,4279,1760,838,1549,498,1165,997,630,533,258
MSTRG.13728|Chchd5,520,546,364,804,714,928,694,897,631,582,641,596,332,443,607,683,633,388
ENSMUSG00000084826|AI847159,0,5,0,3,0,14,5,29,5,6,11,0,0,6,14,0,0,0
ENSMUSG00000082274|Gm14026,50,36,36,34,37,58,45,47,41,29,33,48,16,31,30,44,42,32
MSTRG.13731|Slc20a1,3549,3834,3726,4409,3737,4097,3529,4359,4394,4463,5803,4687,3655,4510,5660,3656,3066,4221
MSTRG.13734|9830144P21Rik,0,9,1,1,0,0,0,1,0,0,0,11,3,1,0,0,0,3
MSTRG.13735|A730036I17Rik,0,0,0,0,0,0,0,3,0,8,0,2,0,0,0,3,0,0
MSTRG.13730|Gm14029,17,18,0,22,0,10,10,16,0,4,9,6,16,8,5,0,3,3
MSTRG.13732|Gm4430,7,21,9,9,12,9,5,15,9,19,17,10,10,7,11,14,0,8
MSTRG.13733|Gm4430,16,22,13,50,26,55,33,64,42,37,36,50,15,41,27,27,38,17
MSTRG.13738|Gm14023,81,105,140,33,11,44,21,21,29,75,129,42,92,56,134,66,66,115
MSTRG.13739|Il1a,75,90,65,42,14,24,27,40,33,201,2977,235,2652,360,3011,84,71,188
ENSMUSG00000082097|Gm14039,3,2,0,0,0,0,0,1,0,1,1,1,3,2,4,0,0,0
MSTRG.13736|Gm14024,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
MSTRG.13737|Ckap2l,8198,7765,7860,5669,3991,6160,3725,5701,4060,6717,1206,6026,854,5981,2228,6117,7199,7575
ENSMUSG00000081888|Spcs2-ps,5,0,0,0,8,0,0,7,10,4,0,6,0,6,6,4,6,5
MSTRG.13743|Gm14040,0,0,0,0,6,0,0,0,0,0,30,0,26,7,49,3,0,0
MSTRG.13742|F830045P16Rik,2,0,0,17,0,21,0,55,11,0,103,11,23,13,76,0,5,3
MSTRG.13740|Il1b,1415,1854,1340,638,744,877,1321,734,980,5248,38815,5795,27324,7751,34508,1722,1465,2323
MSTRG.13741|Il1bos,181,157,110,234,18,203,18,125,10,278,173,333,140,240,269,38,45,58
MSTRG.13745|Gm14046,23,15,18,41,48,34,61,49,56,27,21,35,10,18,15,28,32,24
MSTRG.13747|Stk35,1324,1380,1280,2071,1890,2155,1925,1967,1959,1795,1645,1846,862,1681,1694,1573,1555,1415
MSTRG.13744,31,18,17,19,1,11,8,16,6,32,9,12,12,25,14,16,47,32
MSTRG.13749|Mir6339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13748|Tgm3,105,120,114,50,55,53,86,73,71,26,23,16,12,50,16,332,271,152
MSTRG.13746|Sirpa,15170,15985,15091,3119,7107,4182,6992,5415,7273,15935,56044,17097,34739,20391,50257,13555,15161,18619
MSTRG.13750|Snrpb,2454,2328,2620,8175,7704,7856,8175,6802,8235,5575,4472,4489,2771,4726,4698,4142,3145,3177
ENSMUSG00000053552|Ebf4,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13751|Gm14044,181,188,184,357,335,340,326,272,309,213,183,212,116,185,196,270,246,217
ENSMUSG00000027408|Cpxm1,0,7,10,24,8,0,0,14,5,16,4,0,3,12,14,2,0,24
ENSMUSG00000100963|Gm28372,0,8,3,0,0,0,0,5,5,3,8,6,0,2,0,0,0,0
ENSMUSG00000027409|1700020A23Rik,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000049692|Tmem239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13753|Idh3b,2046,2085,2083,3348,3292,3552,3337,3319,3310,2409,2394,2497,1392,2169,2544,2349,2348,2341
MSTRG.13752|Nop56,861,769,830,6666,10215,5024,7354,7670,11495,4964,1992,4400,986,2994,2483,1586,1567,1260
MSTRG.13752|Gm23187,676,485,401,2399,4899,4496,7185,3006,4269,1458,858,1754,622,1412,856,1503,954,769
MSTRG.13752|Snord110,5,9,3,33,36,20,60,9,14,9,4,17,2,6,3,11,17,7
MSTRG.13752|Gm24451,3,5,14,26,27,20,37,22,22,9,6,4,8,10,11,3,10,12
MSTRG.13752|Gm23650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.13752|Snord57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.13755|Vps16,1969,2098,2062,3363,2771,3289,2734,2922,2666,2808,2197,2410,1483,2674,2629,2563,2304,2733
MSTRG.13754|Pced1a,793,764,868,1075,1325,1250,1400,1139,1186,1044,1077,883,682,949,1100,1228,1057,839
ENSMUSG00000037727|Avp,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13762|Lzts3,238,221,269,126,165,170,198,181,158,202,285,208,173,161,317,209,178,199
MSTRG.13761|Ubox5,487,549,412,1231,1472,1131,1311,1140,1652,741,580,943,337,727,567,630,389,395
MSTRG.13761|Fastkd5,110,152,162,440,705,477,820,588,616,333,219,276,102,183,251,242,247,276
MSTRG.13756|Ptpra,3851,3836,3934,4499,5237,4941,4289,4895,4944,4336,3768,4215,2382,4130,3955,3754,3784,3844
MSTRG.13758|Gm23876,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
MSTRG.13757|9530056E24Rik,17,15,26,6,25,15,8,13,13,6,10,27,9,16,4,8,4,5
MSTRG.13759|4930473A02Rik,12,14,12,14,14,10,10,5,17,14,9,10,10,11,20,13,7,7
MSTRG.13760|Mrps26,632,502,569,1469,1847,1534,1584,1586,1621,1104,783,886,495,915,911,798,688,703
MSTRG.13763|Ddrgk1,1239,1148,1210,1706,1517,1771,1471,1875,1285,1371,1684,1186,1040,1356,1788,1359,1227,1108
ENSMUSG00000074796|Slc4a11,8,0,0,10,3,15,7,8,12,9,28,0,0,3,34,29,9,30
